Explained node,Nodes with nonzero weights,Node weights,Edges with nonzero weights,Edge weights
1450,"[92, 153, 550, 756, 970, 1013, 1276, 1289, 1360, 1363, 1364, 1376, 1428, 1449, 1450, 1475, 1548, 1800, 1801, 1843, 1864, 1932, 1959, 2003, 2013, 2064, 2072, 2101, 2105, 2125, 2163, 2177, 2185, 2230, 2235, 2300, 2326, 2341, 2418, 2449, 2452, 2552, 2586, 2595, 2725, 2739, 2769, 2819, 2923, 2929, 2934, 2955, 3084, 3122, 3131, 3161, 3174, 3198, 3250, 3478, 3653, 3919, 3920]","[0.2889426052570343, 0.24430452287197113, 0.32291871309280396, 0.27729636430740356, 0.2591398060321808, 0.2857417166233063, 0.27122220396995544, 0.2519245743751526, 0.2730586528778076, 0.27324241399765015, 0.7249651551246643, 0.24678368866443634, 0.26951467990875244, 0.7295712828636169, 0.7403042316436768, 0.2737966477870941, 0.27349409461021423, 0.2995925545692444, 0.27755242586135864, 0.26571595668792725, 0.2496640384197235, 0.29059261083602905, 0.28426244854927063, 0.3258803188800812, 0.45470741391181946, 0.25272849202156067, 0.36648863554000854, 0.3049606382846832, 0.49479663372039795, 0.27158525586128235, 0.3223327100276947, 0.30512914061546326, 0.24961932003498077, 0.7374804019927979, 0.2747041583061218, 0.28749099373817444, 0.29341039061546326, 0.302096962928772, 0.2770983576774597, 0.29027992486953735, 0.2929815649986267, 0.280619353055954, 0.2991721034049988, 0.282013863325119, 0.2710241973400116, 0.27620723843574524, 0.7365502119064331, 0.4376451373100281, 0.32692036032676697, 0.2645430266857147, 0.315714955329895, 0.24277304112911224, 0.32088330388069153, 0.27208447456359863, 0.2626834511756897, 0.283715158700943, 0.2591266930103302, 0.2761308252811432, 0.2694128155708313, 0.27133697271347046, 0.25218239426612854, 0.5053293704986572, 0.45592308044433594]","[227, 376, 1287, 1622, 1909, 1915, 2021, 2037, 2491, 2508, 2634, 2635, 2637, 2670, 2694, 2698, 2723, 2867, 2930, 2935, 2936, 2940, 2941, 2942, 2943, 2944, 2945, 2946, 3003, 3204, 3606, 3622, 3750, 3804, 3953, 4006, 4125, 4167, 4168, 4169, 4281, 4311, 4394, 4413, 4442, 4513, 4514, 4543, 4544, 4549, 4581, 4651, 4667, 4894, 5005, 5040, 5202, 5286, 5294, 5446, 5509, 5522, 5715, 5748, 5788, 5789, 5852, 5955, 5971, 5981, 6023, 6156, 6198, 6211, 6275, 6299, 6328, 6400, 6568, 6738, 6981, 6983]","[0.23717734217643738, 0.24120913445949554, 0.23844338953495026, 0.22809819877147675, 0.23471881449222565, 0.23709283769130707, 0.2320045530796051, 0.7020449638366699, 0.23014216125011444, 0.22957241535186768, 0.2336886078119278, 0.23752078413963318, 0.23556330800056458, 0.23708344995975494, 0.2288689762353897, 0.7332960367202759, 0.23607559502124786, 0.23345953226089478, 0.23545289039611816, 0.7275230884552002, 0.23424066603183746, 0.7727931141853333, 0.779886782169342, 0.7832104563713074, 0.7733553051948547, 0.23348349332809448, 0.7706329822540283, 0.7649610638618469, 0.23855546116828918, 0.2283228486776352, 0.2375529408454895, 0.7810998558998108, 0.22810427844524384, 0.2311253398656845, 0.2358919382095337, 0.23765207827091217, 0.7690157294273376, 0.2327224761247635, 0.7282432317733765, 0.23094627261161804, 0.23556464910507202, 0.7600603699684143, 0.23690074682235718, 0.7612180709838867, 0.23677460849285126, 0.2276916801929474, 0.715707004070282, 0.23437291383743286, 0.23300042748451233, 0.2311515212059021, 0.23359110951423645, 0.7460577487945557, 0.22658663988113403, 0.2390884906053543, 0.22946076095104218, 0.24057084321975708, 0.2333158403635025, 0.23041686415672302, 0.7806635499000549, 0.23380887508392334, 0.2305537611246109, 0.23147040605545044, 0.23850511014461517, 0.23247630894184113, 0.7362719774246216, 0.23320703208446503, 0.7482783794403076, 0.7619257569313049, 0.2373494654893875, 0.7603759169578552, 0.2365843653678894, 0.7671126127243042, 0.23470480740070343, 0.2417939007282257, 0.24454030394554138, 0.23821264505386353, 0.23164798319339752, 0.24426770210266113, 0.23941214382648468, 0.23688030242919922, 0.7547571659088135, 0.7496765851974487]"
1451,"[243, 244, 580, 879, 1088, 1360, 1451, 1477, 1529, 1533, 1560, 2299, 2400, 2408, 2495, 3126, 3132, 3678]","[0.4084241986274719, 0.25506269931793213, 0.31298092007637024, 0.29295212030410767, 0.2903941869735718, 0.281784325838089, 0.7167149782180786, 0.271472305059433, 0.2714582085609436, 0.2532190680503845, 0.2967953383922577, 0.7368815541267395, 0.29671627283096313, 0.26644420623779297, 0.27424538135528564, 0.2882787883281708, 0.28288257122039795, 0.2841627299785614]","[644, 645, 646, 647, 1367, 1810, 1811, 1812, 2215, 2641, 2947, 2948, 2949, 2950, 3020, 3164, 3169, 3235, 4881, 4884, 4887, 5132, 5157, 5357, 6205, 6225, 6754]","[0.7411632537841797, 0.7890747785568237, 0.7925294637680054, 0.21615278720855713, 0.22251006960868835, 0.2326614409685135, 0.5963736772537231, 0.2296634465456009, 0.22115208208560944, 0.7863433361053467, 0.7869757413864136, 0.21696405112743378, 0.775432288646698, 0.78911954164505, 0.21854403614997864, 0.22682322561740875, 0.22348947823047638, 0.22522026300430298, 0.7433040142059326, 0.7685592174530029, 0.7784521579742432, 0.2272823601961136, 0.22389964759349823, 0.780333936214447, 0.7809202671051025, 0.7724337577819824, 0.24249981343746185]"
1452,"[193, 692, 1428, 1452, 1864, 2108, 2736, 2740, 2928, 3092]","[0.3024566173553467, 0.7417669296264648, 0.2653481364250183, 0.6934448480606079, 0.27233660221099854, 0.6028775572776794, 0.3463243544101715, 0.28735432028770447, 0.7174755930900574, 0.2801603674888611]","[490, 1524, 2872, 2951, 2952, 3802, 4416, 5743, 5752, 5970, 6166]","[0.7781801819801331, 0.735792875289917, 0.7750362753868103, 0.7849410772323608, 0.7820217609405518, 0.7797403931617737, 0.7492777705192566, 0.7495878338813782, 0.7677609324455261, 0.732714831829071, 0.7642040252685547]"
1453,[1453],[0.31894510984420776],[],[]
1454,"[123, 141, 158, 249, 1042, 1343, 1362, 1437, 1454, 1783, 1822, 1826, 1839, 1989, 2144, 2252, 2323, 2495, 2668, 2679, 2707, 2713, 3131, 3241]","[0.28527918457984924, 0.2977600395679474, 0.2804533839225769, 0.30582791566848755, 0.26909205317497253, 0.283304899930954, 0.2540888488292694, 0.29129838943481445, 0.7187390923500061, 0.26215770840644836, 0.2924957871437073, 0.3066418170928955, 0.25404825806617737, 0.30022627115249634, 0.28001973032951355, 0.28939077258110046, 0.2915101647377014, 0.26558008790016174, 0.2699568271636963, 0.2397155463695526, 0.7213544249534607, 0.7411869168281555, 0.2963576018810272, 0.2522982060909271]","[293, 334, 414, 663, 2124, 2596, 2652, 2895, 2901, 2953, 2954, 2955, 2956, 2957, 3577, 3693, 3710, 3748, 4091, 4468, 4735, 4990, 5365, 5622, 5650, 5694, 5705, 6219, 6394]","[0.7828911542892456, 0.7798753380775452, 0.22606723010540009, 0.7776192426681519, 0.7699154615402222, 0.2702923119068146, 0.21750123798847198, 0.7927581071853638, 0.781670868396759, 0.7810600996017456, 0.7437400817871094, 0.777578592300415, 0.7596346735954285, 0.7626501321792603, 0.7990168929100037, 0.7838563919067383, 0.7644800543785095, 0.2297591269016266, 0.777255654335022, 0.227616086602211, 0.2361535280942917, 0.22276954352855682, 0.22323371469974518, 0.2271968573331833, 0.23816360533237457, 0.7567605376243591, 0.7405686378479004, 0.7889494895935059, 0.785176694393158]"
1455,"[377, 398, 584, 1190, 1455]","[0.25675997138023376, 0.290741890668869, 0.3097078204154968, 0.26573941111564636, 0.6718142032623291]","[939, 1004, 1374, 2363, 2958]","[0.7967439293861389, 0.7621610164642334, 0.22465436160564423, 0.790212869644165, 0.7861055731773376]"
1456,"[187, 252, 580, 768, 992, 1302, 1377, 1392, 1396, 1413, 1456, 1620, 1832, 1954, 2101, 2249, 2316, 2388, 2421, 2430, 2939, 3163, 4056]","[0.2646903395652771, 0.7040413022041321, 0.2590404748916626, 0.2576858699321747, 0.28080758452415466, 0.2899515926837921, 0.2617022395133972, 0.2865440249443054, 0.7572154402732849, 0.2667677104473114, 0.6022013425827026, 0.2733769714832306, 0.7494028806686401, 0.2826630473136902, 0.2633005380630493, 0.2926189601421356, 0.2749432325363159, 0.7525998950004578, 0.2704218029975891, 0.2534557282924652, 0.29098647832870483, 0.25567197799682617, 0.27760049700737]","[483, 677, 1366, 1651, 1989, 2531, 2731, 2749, 2758, 2759, 2760, 2838, 2959, 2960, 2961, 2962, 3315, 3719, 3720, 3721, 3994, 4409, 4733, 4967, 5115, 5116, 5117, 5208, 5228, 5996, 6282, 7055]","[0.7721045017242432, 0.7345880270004272, 0.22973504662513733, 0.21943232417106628, 0.7786098718643188, 0.2168378084897995, 0.2176939696073532, 0.22310250997543335, 0.7290773987770081, 0.7824802994728088, 0.773412823677063, 0.7900845408439636, 0.2203778326511383, 0.22548983991146088, 0.7850649952888489, 0.7777426838874817, 0.7926743626594543, 0.2174443006515503, 0.7356289625167847, 0.7704439163208008, 0.7794145941734314, 0.21982981264591217, 0.7855374813079834, 0.21824349462985992, 0.7811708450317383, 0.7471943497657776, 0.7645910382270813, 0.22547000646591187, 0.22177654504776, 0.22100383043289185, 0.22065114974975586, 0.227396160364151]"
1457,"[375, 386, 560, 730, 1457]","[0.27222681045532227, 0.3000825047492981, 0.26825660467147827, 0.2700963020324707, 0.25359806418418884]","[934, 973, 1326, 1594, 2963]","[0.7908393144607544, 0.776990532875061, 0.7436610460281372, 0.7884562611579895, 0.218521386384964]"
1458,"[120, 198, 1398, 1458, 1523, 1834, 2015, 2130, 2233]","[0.25065580010414124, 0.3204929828643799, 0.5921074748039246, 0.26075971126556396, 0.2786644697189331, 0.27507537603378296, 0.26660269498825073, 0.7422237396240234, 0.3120832145214081]","[282, 555, 2777, 2964, 2965, 3153, 3733, 4173, 4447, 4655]","[0.7847470045089722, 0.7811310291290283, 0.7346239686012268, 0.7809497117996216, 0.21022659540176392, 0.786024272441864, 0.7807825803756714, 0.7804269790649414, 0.7436925768852234, 0.7721630334854126]"
1459,"[487, 1459, 2294, 2447]","[0.28212881088256836, 0.560150146484375, 0.7351320385932922, 0.2926802933216095]","[1187, 2966, 4852, 5284]","[0.7639687657356262, 0.778327465057373, 0.7391536831855774, 0.7718833684921265]"
1460,"[1460, 1461, 2583]","[0.6925615668296814, 0.30329611897468567, 0.293731689453125]","[2967, 2968, 2969, 2970, 5501, 5502]","[0.7710332870483398, 0.771845817565918, 0.7298023700714111, 0.7759877443313599, 0.7763972878456116, 0.7349867820739746]"
1461,"[1460, 1461, 2583]","[0.7092122435569763, 0.3332582414150238, 0.3623339533805847]","[2967, 2968, 2969, 2970, 5501, 5502]","[0.7298325896263123, 0.7721118927001953, 0.7746154069900513, 0.7722829580307007, 0.7315704226493835, 0.7756499648094177]"
1462,"[1257, 1462, 1472, 1473, 1493, 1535, 1749, 1803, 2503, 3735, 3736, 3737]","[0.2602553963661194, 0.7246395349502563, 0.729842483997345, 0.7340267896652222, 0.3068290650844574, 0.2659391760826111, 0.29472362995147705, 0.27154356241226196, 0.2804313600063324, 0.7105238437652588, 0.7041685581207275, 0.7249205708503723]","[2474, 2971, 2972, 2973, 2974, 2975, 2976, 2989, 2990, 2991, 2992, 3080, 3172, 3525, 3625, 5380, 6811, 6812, 6813, 6814, 6815, 6816, 6817, 6818, 6819]","[0.7828572988510132, 0.7857586145401001, 0.7741844058036804, 0.7755157351493835, 0.7681735754013062, 0.7633695602416992, 0.7650688290596008, 0.7424759268760681, 0.7646697163581848, 0.7447429895401001, 0.7560680508613586, 0.21882547438144684, 0.7821958661079407, 0.7339961528778076, 0.7880349159240723, 0.7719354629516602, 0.7498307228088379, 0.7632554769515991, 0.7613518834114075, 0.7444069981575012, 0.7634775042533875, 0.7666228413581848, 0.7344154715538025, 0.7648666501045227, 0.7680643200874329]"
1463,"[35, 1463, 1468, 2424, 2438, 3853]","[0.7328313589096069, 0.7122373580932617, 0.2892664670944214, 0.2863520383834839, 0.7028855085372925, 0.2658812999725342]","[60, 2977, 2978, 2981, 5217, 5265, 6919]","[0.7334643602371216, 0.7668405175209045, 0.7701893448829651, 0.769280731678009, 0.7641853094100952, 0.7367947101593018, 0.7717206478118896]"
1464,[1464],[0.2745343744754791],[],[]
1465,"[123, 158, 249, 664, 665, 1437, 1465, 2023, 3131, 3871, 3872]","[0.25997301936149597, 0.6699289679527283, 0.2502615749835968, 0.29719096422195435, 0.2669967710971832, 0.23188352584838867, 0.7503092885017395, 0.2612418532371521, 0.27542391419410706, 0.27434372901916504, 0.3188842833042145]","[292, 412, 667, 1480, 1482, 2900, 2979, 4199, 6218, 6939, 6941]","[0.21305346488952637, 0.737453043460846, 0.21306228637695312, 0.7740404605865479, 0.7837847471237183, 0.21445776522159576, 0.7797427177429199, 0.22070209681987762, 0.22089974582195282, 0.7760651111602783, 0.7677609920501709]"
1466,[1466],[0.6138667464256287],[],[]
1467,"[1467, 3604]","[0.43009063601493835, 0.36473003029823303]","[2980, 6697]","[0.7738048434257507, 0.7537194490432739]"
1468,"[431, 1243, 1463, 1468, 1736, 2423, 2424, 2438, 2790, 2802, 2876, 3853]","[0.7171472907066345, 0.2770406901836395, 0.27617383003234863, 0.7444193959236145, 0.2506115436553955, 0.302974671125412, 0.721610963344574, 0.7438792586326599, 0.2922717034816742, 0.2914690375328064, 0.3047151267528534, 0.727992832660675]","[1086, 2454, 2978, 2981, 2982, 2983, 2984, 2985, 3486, 5212, 5217, 5218, 5219, 5263, 5264, 5266, 5809, 5833, 5903, 6917, 6918, 6919]","[0.7404808402061462, 0.7836110591888428, 0.7627488374710083, 0.7728468775749207, 0.7666274905204773, 0.7813856601715088, 0.7696228623390198, 0.763151228427887, 0.7863730788230896, 0.7783377766609192, 0.7712503671646118, 0.7450945377349854, 0.7690030932426453, 0.7474190592765808, 0.7778304219245911, 0.7640680074691772, 0.7747334837913513, 0.7528248429298401, 0.7748262286186218, 0.746799111366272, 0.7787990570068359, 0.773709774017334]"
1469,[1469],[0.5190842747688293],[],[]
1470,"[1441, 1470, 1986, 1987, 2179]","[0.28292927145957947, 0.7103563547134399, 0.7150794267654419, 0.2690998315811157, 0.2865051031112671]","[2913, 2986, 4085, 4089, 4567]","[0.7938028573989868, 0.7713373303413391, 0.7520973682403564, 0.7771580815315247, 0.774631142616272]"
1471,"[50, 204, 1471]","[0.28421205282211304, 0.3261905908584595, 0.7289677262306213]","[106, 107, 564, 565, 2987, 2988]","[0.7952763438224792, 0.7548170685768127, 0.21084927022457123, 0.7706592082977295, 0.756677508354187, 0.75746089220047]"
1472,"[1462, 1472, 1473, 1749, 3735, 3736, 3737]","[0.7410200238227844, 0.6963087916374207, 0.7177652716636658, 0.2691323161125183, 0.2630711495876312, 0.34227073192596436, 0.26145875453948975]","[2975, 2976, 2989, 2990, 2991, 2992, 3525, 6811, 6814, 6817]","[0.7341107726097107, 0.7660889625549316, 0.7806804776191711, 0.7656806707382202, 0.781734049320221, 0.7396677732467651, 0.7800468802452087, 0.7763067483901978, 0.7674164772033691, 0.7727346420288086]"
1473,"[1462, 1472, 1473, 1749, 3735, 3736, 3737]","[0.7448387742042542, 0.7404708862304688, 0.7054579854011536, 0.26967284083366394, 0.2492402046918869, 0.2633809745311737, 0.3109838366508484]","[2975, 2976, 2989, 2990, 2991, 2992, 3525, 6811, 6814, 6817]","[0.7629474997520447, 0.7407521605491638, 0.7809573411941528, 0.7426581978797913, 0.7761777639389038, 0.7613338828086853, 0.7797427177429199, 0.7724955677986145, 0.7692363858222961, 0.7656590342521667]"
1474,"[1474, 1480, 1482, 1975, 2300, 2454, 2649, 2727]","[0.7229276299476624, 0.3012203276157379, 0.30171236395835876, 0.30909469723701477, 0.2741905450820923, 0.25664079189300537, 0.26460760831832886, 0.28289154171943665]","[2993, 3036, 3037, 4053, 4905, 5302, 5598, 5718]","[0.7890064716339111, 0.7828572392463684, 0.7384936213493347, 0.7919777631759644, 0.7928637862205505, 0.7875482439994812, 0.7917023301124573, 0.7790579795837402]"
1475,"[40, 92, 153, 501, 502, 705, 974, 1013, 1015, 1360, 1363, 1374, 1377, 1449, 1450, 1475, 1476, 1694, 1776, 1777, 1786, 1796, 1800, 1833, 1843, 1932, 1946, 1947, 1959, 1995, 2046, 2047, 2048, 2064, 2067, 2068, 2095, 2097, 2118, 2125, 2177, 2179, 2185, 2280, 2300, 2341, 2375, 2410, 2449, 2552, 2595, 2686, 2701, 2712, 2725, 2739, 2926, 2933, 2947, 2955, 3122, 3131, 3161, 3174, 3198, 3250, 3478, 3503, 3507, 3592]","[0.2774953246116638, 0.25625574588775635, 0.2640872597694397, 0.25052616000175476, 0.2858314514160156, 0.26333436369895935, 0.2611684501171112, 0.2754674255847931, 0.282669335603714, 0.2807467579841614, 0.2929340898990631, 0.29478588700294495, 0.2472454160451889, 0.2991682291030884, 0.2940898835659027, 0.6509848833084106, 0.7349981665611267, 0.2753988206386566, 0.7464741468429565, 0.7361671328544617, 0.7454323172569275, 0.27114546298980713, 0.2444472461938858, 0.258588969707489, 0.2565740644931793, 0.2822190523147583, 0.27268052101135254, 0.2915675938129425, 0.253240168094635, 0.2879457175731659, 0.26535362005233765, 0.27245137095451355, 0.2613397240638733, 0.25587034225463867, 0.326112300157547, 0.44232985377311707, 0.26832321286201477, 0.5895205140113831, 0.28725895285606384, 0.2691107392311096, 0.27936413884162903, 0.2738189697265625, 0.29891258478164673, 0.7538396120071411, 0.24266551434993744, 0.2869814336299896, 0.2771225571632385, 0.27048420906066895, 0.2866133153438568, 0.28467366099357605, 0.25702908635139465, 0.26961714029312134, 0.28111422061920166, 0.2484385222196579, 0.2522612512111664, 0.2873511016368866, 0.2658633291721344, 0.7043588757514954, 0.27988532185554504, 0.29554715752601624, 0.3172191381454468, 0.2847323417663574, 0.2686271369457245, 0.26367029547691345, 0.27460071444511414, 0.27701452374458313, 0.2921247184276581, 0.6701427102088928, 0.31014639139175415, 0.2484855204820633]","[70, 227, 376, 383, 1202, 1206, 1556, 1935, 2025, 2026, 2075, 2634, 2670, 2720, 2726, 2930, 2944, 2994, 2995, 2996, 2997, 2998, 2999, 3000, 3001, 3002, 3003, 3004, 3005, 3006, 3007, 3008, 3009, 3010, 3011, 3012, 3013, 3014, 3015, 3016, 3017, 3415, 3558, 3559, 3560, 3561, 3562, 3563, 3564, 3565, 3566, 3567, 3589, 3590, 3591, 3592, 3593, 3600, 3606, 3725, 3726, 3727, 3728, 3750, 3953, 3979, 3980, 3981, 3982, 3983, 3984, 4006, 4101, 4241, 4242, 4251, 4252, 4256, 4280, 4281, 4284, 4285, 4286, 4290, 4292, 4300, 4301, 4302, 4361, 4367, 4368, 4369, 4370, 4371, 4433, 4442, 4543, 4556, 4559, 4581, 4814, 4894, 4895, 5040, 5100, 5169, 5171, 5288, 5446, 5522, 5660, 5688, 5703, 5715, 5748, 5966, 5977, 5978, 5979, 5980, 6007, 6023, 6198, 6211, 6275, 6299, 6328, 6400, 6568, 6595, 6596, 6600, 6601, 6682]","[0.24397164583206177, 0.24190965294837952, 0.24949845671653748, 0.2458299845457077, 0.24746032059192657, 0.24563050270080566, 0.2426954209804535, 0.243124321103096, 0.26327741146087646, 0.2425176501274109, 0.2428751438856125, 0.2458641082048416, 0.24560898542404175, 0.2515908181667328, 0.2457931637763977, 0.24871070683002472, 0.24436278641223907, 0.24285921454429626, 0.24420136213302612, 0.2410571128129959, 0.2463141828775406, 0.2478441298007965, 0.23888655006885529, 0.252066045999527, 0.25197848677635193, 0.25057798624038696, 0.24472133815288544, 0.23791348934173584, 0.23965859413146973, 0.24025464057922363, 0.24793478846549988, 0.2478983998298645, 0.25107383728027344, 0.7522246837615967, 0.25465285778045654, 0.24017468094825745, 0.2522277534008026, 0.25340473651885986, 0.2584971487522125, 0.25508370995521545, 0.26815804839134216, 0.24648980796337128, 0.2676945924758911, 0.2557537853717804, 0.7458048462867737, 0.25668299198150635, 0.25649890303611755, 0.25863465666770935, 0.25292450189590454, 0.2570984959602356, 0.7535784840583801, 0.25358250737190247, 0.7497707009315491, 0.24596303701400757, 0.24504488706588745, 0.2514338493347168, 0.2513827681541443, 0.25638121366500854, 0.23602409660816193, 0.22627383470535278, 0.2516528069972992, 0.24280045926570892, 0.24132923781871796, 0.24834996461868286, 0.24785707890987396, 0.27279436588287354, 0.2575237452983856, 0.25129392743110657, 0.2663699984550476, 0.2486891746520996, 0.24968282878398895, 0.25102758407592773, 0.24486760795116425, 0.2517203390598297, 0.25704771280288696, 0.2677318751811981, 0.250866562128067, 0.24905918538570404, 0.24174974858760834, 0.24934078752994537, 0.37592944502830505, 0.23457971215248108, 0.24171297252178192, 0.24506831169128418, 0.24585188925266266, 0.7065111398696899, 0.2345869243144989, 0.2431648075580597, 0.24677428603172302, 0.24823489785194397, 0.25623708963394165, 0.7468031048774719, 0.2445322424173355, 0.2463494837284088, 0.2391871213912964, 0.24697206914424896, 0.2535735070705414, 0.2336951494216919, 0.7047485113143921, 0.2514412999153137, 0.7716112732887268, 0.24464163184165955, 0.2453882247209549, 0.24560323357582092, 0.23974643647670746, 0.24342353641986847, 0.24815039336681366, 0.2415316253900528, 0.24888065457344055, 0.25095677375793457, 0.24308940768241882, 0.23532059788703918, 0.24135512113571167, 0.24374066293239594, 0.24694985151290894, 0.251030296087265, 0.7566304802894592, 0.2545984983444214, 0.25743934512138367, 0.2495637983083725, 0.24312523007392883, 0.24580180644989014, 0.24496369063854218, 0.2476348876953125, 0.24432238936424255, 0.24697943031787872, 0.25519242882728577, 0.2403002828359604, 0.24636207520961761, 0.7556862235069275, 0.24766325950622559, 0.2419721484184265, 0.7692680358886719, 0.24919922649860382]"
1476,"[153, 501, 502, 974, 1013, 1015, 1475, 1476, 1776, 1777, 1786, 1833, 1946, 1947, 1995, 2048, 2064, 2067, 2068, 2097, 2118, 2280, 2375, 2410, 2686, 2933, 2947, 3503, 3507, 3592]","[0.24949783086776733, 0.25296923518180847, 0.2629167139530182, 0.2810852527618408, 0.281299889087677, 0.26419922709465027, 0.25968149304389954, 0.7347190380096436, 0.7355738878250122, 0.7436777949333191, 0.7511398196220398, 0.31064170598983765, 0.24432016909122467, 0.2781984508037567, 0.28709831833839417, 0.24950964748859406, 0.2827606499195099, 0.282842755317688, 0.2987758219242096, 0.7236700057983398, 0.2613223195075989, 0.26891109347343445, 0.2760952413082123, 0.27147534489631653, 0.27379029989242554, 0.7532581090927124, 0.28452742099761963, 0.2501058876514435, 0.3094824254512787, 0.24168875813484192]","[383, 1202, 1206, 1935, 2025, 2075, 2995, 2996, 2998, 3000, 3001, 3002, 3007, 3008, 3010, 3011, 3012, 3013, 3014, 3015, 3016, 3017, 3558, 3559, 3560, 3561, 3562, 3563, 3564, 3565, 3566, 3567, 3589, 3590, 3591, 3592, 3593, 3725, 3726, 3728, 3979, 3982, 4101, 4251, 4280, 4284, 4285, 4292, 4300, 4301, 4302, 4367, 4368, 4369, 4370, 4371, 4433, 4814, 5100, 5171, 5660, 5977, 5978, 5979, 5980, 6007, 6595, 6596, 6600, 6682]","[0.23358392715454102, 0.22713743150234222, 0.22535094618797302, 0.2323521077632904, 0.23396146297454834, 0.2370445877313614, 0.23183663189411163, 0.23468062281608582, 0.2290835678577423, 0.22035753726959229, 0.22830699384212494, 0.22520077228546143, 0.22779682278633118, 0.22645527124404907, 0.22738812863826752, 0.7806727886199951, 0.7843091487884521, 0.7825444340705872, 0.23898404836654663, 0.7785655856132507, 0.7821603417396545, 0.7815746665000916, 0.7774696946144104, 0.7834749221801758, 0.23150186240673065, 0.7724444270133972, 0.7766170501708984, 0.7785611152648926, 0.7775771021842957, 0.7725048661231995, 0.227350115776062, 0.7613224387168884, 0.22639918327331543, 0.7744636535644531, 0.7809182405471802, 0.7812496423721313, 0.7803162336349487, 0.2268834412097931, 0.23360346257686615, 0.7773288488388062, 0.23696720600128174, 0.233750581741333, 0.22523356974124908, 0.23496116697788239, 0.23392169177532196, 0.2284564971923828, 0.250216543674469, 0.6429842710494995, 0.2314046174287796, 0.7705944776535034, 0.22886008024215698, 0.7775830030441284, 0.7869778871536255, 0.22949044406414032, 0.7845484614372253, 0.7771076560020447, 0.22691386938095093, 0.22702744603157043, 0.22928474843502045, 0.2311438024044037, 0.23073060810565948, 0.22784480452537537, 0.7595056295394897, 0.7872733473777771, 0.7781554460525513, 0.22475209832191467, 0.22697457671165466, 0.2313065081834793, 0.7788368463516235, 0.22740621864795685]"
