Explained node,Nodes with nonzero weights,Node weights,Edges with nonzero weights,Edge weights
2059,"[2058, 2059, 2779]","[0.2968446910381317, 0.45437389612197876, 0.25536784529685974]","[4272, 4273, 4274, 4275, 5802, 5803]","[0.7348502278327942, 0.7748486995697021, 0.7525078654289246, 0.7682459950447083, 0.7837502956390381, 0.733993411064148]"
2060,[2060],[0.41025519371032715],[],[]
2061,"[2061, 2087]","[0.3028576076030731, 0.6117304563522339]","[4276, 4344]","[0.7701894044876099, 0.7158632874488831]"
2062,"[1368, 2062, 3166]","[0.2957781255245209, 0.4976382255554199, 0.7129037976264954]","[2710, 4277, 6290]","[0.7917680740356445, 0.7819047570228577, 0.7424184083938599]"
2063,"[727, 1700, 1729, 2063, 2081, 2092, 2093, 2101, 2228, 2238, 2456]","[0.33806920051574707, 0.29946383833885193, 0.2877380847930908, 0.7619779706001282, 0.26822155714035034, 0.28954237699508667, 0.31654104590415955, 0.3028912842273712, 0.6100015044212341, 0.299686998128891, 0.2987704277038574]","[1591, 3422, 3479, 4278, 4279, 4333, 4355, 4356, 4390, 4648, 4690, 5312]","[0.7572509050369263, 0.7865951061248779, 0.21414373815059662, 0.7746779322624207, 0.7864018082618713, 0.7897332310676575, 0.746111273765564, 0.7647672295570374, 0.2132396399974823, 0.7551030516624451, 0.2144235074520111, 0.7862790822982788]"
2064,"[92, 153, 895, 1013, 1353, 1360, 1363, 1449, 1450, 1475, 1476, 1542, 1729, 1776, 1777, 1786, 1800, 1833, 1843, 1932, 1946, 1947, 1959, 1986, 2048, 2064, 2067, 2068, 2097, 2125, 2177, 2179, 2185, 2280, 2300, 2341, 2417, 2418, 2439, 2449, 2552, 2595, 2725, 2739, 2835, 2933, 2955, 2990, 3122, 3124, 3131, 3161, 3174, 3198, 3222, 3250, 3478, 3503]","[0.2671949565410614, 0.27435335516929626, 0.2951356768608093, 0.26423972845077515, 0.24683399498462677, 0.2817615866661072, 0.27577662467956543, 0.286693811416626, 0.2511386275291443, 0.2842509150505066, 0.7748057246208191, 0.2742137610912323, 0.27254053950309753, 0.6118575930595398, 0.7079527378082275, 0.5350490808486938, 0.29372406005859375, 0.25136685371398926, 0.2749159336090088, 0.2532905340194702, 0.28249838948249817, 0.24956130981445312, 0.2661392390727997, 0.31106293201446533, 0.2711928188800812, 0.2811053395271301, 0.3584745228290558, 0.7072617411613464, 0.3254380524158478, 0.2680700719356537, 0.28546783328056335, 0.260979026556015, 0.24870677292346954, 0.700876772403717, 0.26971808075904846, 0.27699342370033264, 0.2440262734889984, 0.2538444399833679, 0.2614045739173889, 0.2762409448623657, 0.2613559067249298, 0.25925394892692566, 0.27582818269729614, 0.2869178056716919, 0.28070834279060364, 0.7117927074432373, 0.2443719506263733, 0.293988436460495, 0.2686740458011627, 0.2718224823474884, 0.278598815202713, 0.29667070508003235, 0.28750079870224, 0.2990417182445526, 0.2731255292892456, 0.26971322298049927, 0.27581241726875305, 0.2643369436264038]","[227, 376, 1835, 2025, 2026, 2607, 2634, 2670, 2930, 2944, 2999, 3003, 3010, 3195, 3477, 3560, 3566, 3589, 3606, 3725, 3750, 3953, 3979, 3982, 4006, 4088, 4249, 4251, 4280, 4281, 4282, 4284, 4300, 4369, 4442, 4543, 4559, 4581, 4814, 4894, 5040, 5190, 5201, 5267, 5289, 5444, 5446, 5522, 5715, 5748, 5868, 5977, 6023, 6064, 6198, 6202, 6211, 6220, 6275, 6299, 6328, 6361, 6400, 6568, 6595]","[0.2331780344247818, 0.23380862176418304, 0.22932130098342896, 0.23642975091934204, 0.2718796730041504, 0.22982744872570038, 0.23349826037883759, 0.23412053287029266, 0.23513498902320862, 0.23140275478363037, 0.7888920903205872, 0.23360271751880646, 0.7700735926628113, 0.22877691686153412, 0.23215538263320923, 0.7687196731567383, 0.7734161615371704, 0.7717545628547668, 0.23661090433597565, 0.2256423979997635, 0.23921380937099457, 0.23630443215370178, 0.24322538077831268, 0.23632827401161194, 0.23387208580970764, 0.2301773726940155, 0.23461315035820007, 0.23161540925502777, 0.23222073912620544, 0.2364589422941208, 0.23768696188926697, 0.7720323801040649, 0.772373378276825, 0.7789120078086853, 0.23106248676776886, 0.23426829278469086, 0.22532978653907776, 0.22963562607765198, 0.7645819187164307, 0.23028936982154846, 0.23366981744766235, 0.2236787974834442, 0.238250270485878, 0.23240195214748383, 0.22944939136505127, 0.23083648085594177, 0.23448865115642548, 0.23308522999286652, 0.23054833710193634, 0.23642247915267944, 0.22901707887649536, 0.7654163241386414, 0.23518192768096924, 0.2377185970544815, 0.2289305031299591, 0.23015807569026947, 0.2311074286699295, 0.23092064261436462, 0.23158510029315948, 0.23522162437438965, 0.25808340311050415, 0.2369038164615631, 0.22194799780845642, 0.2243959903717041, 0.22766068577766418]"
2065,[2065],[0.4545648992061615],[],[]
2066,"[1769, 2066]","[0.6163040399551392, 0.43220293521881104]","[3544, 4283]","[0.7305045127868652, 0.7596564888954163]"
2067,"[14, 28, 63, 110, 123, 141, 145, 153, 154, 155, 157, 160, 166, 194, 235, 317, 324, 400, 501, 502, 550, 703, 705, 768, 855, 974, 975, 990, 1000, 1013, 1014, 1015, 1042, 1136, 1137, 1209, 1274, 1349, 1362, 1363, 1437, 1475, 1476, 1479, 1502, 1510, 1511, 1660, 1671, 1672, 1771, 1776, 1777, 1778, 1783, 1786, 1821, 1822, 1833, 1881, 1901, 1902, 1946, 1947, 1991, 1995, 2044, 2048, 2064, 2067, 2068, 2097, 2118, 2280, 2300, 2313, 2316, 2323, 2375, 2410, 2428, 2449, 2476, 2580, 2602, 2610, 2686, 2687, 2698, 2701, 2706, 2710, 2712, 2768, 2800, 2812, 2933, 2939, 2947, 3060, 3140, 3152, 3161, 3202, 3206, 3450, 3503, 3507, 3514, 3585, 3586, 3592]","[0.27773451805114746, 0.25539901852607727, 0.24094489216804504, 0.2522769868373871, 0.3022967278957367, 0.3209000825881958, 0.25443756580352783, 0.3101622462272644, 0.2929944396018982, 0.2538134753704071, 0.2835281789302826, 0.27698805928230286, 0.756818950176239, 0.28351256251335144, 0.2973092198371887, 0.27197369933128357, 0.28065475821495056, 0.28450486063957214, 0.6359250545501709, 0.6900515556335449, 0.29069799184799194, 0.24826623499393463, 0.27027130126953125, 0.27875855565071106, 0.34237655997276306, 0.25859662890434265, 0.33760687708854675, 0.27170929312705994, 0.27376994490623474, 0.2575044333934784, 0.2785347104072571, 0.28628644347190857, 0.26042914390563965, 0.30227985978126526, 0.31256982684135437, 0.30045759677886963, 0.29275915026664734, 0.2319440245628357, 0.25782477855682373, 0.264645516872406, 0.2889564037322998, 0.25139695405960083, 0.7358148097991943, 0.2979561686515808, 0.258817583322525, 0.25544923543930054, 0.2297138124704361, 0.28062888979911804, 0.32508885860443115, 0.2971789538860321, 0.28529688715934753, 0.758273720741272, 0.7663481831550598, 0.2710621953010559, 0.3072555363178253, 0.7480552792549133, 0.26440325379371643, 0.27795112133026123, 0.7481667399406433, 0.2866687476634979, 0.28945472836494446, 0.289718359708786, 0.26205572485923767, 0.2759672999382019, 0.37834131717681885, 0.6858860850334167, 0.2658810615539551, 0.2671988606452942, 0.2891286015510559, 0.7571754455566406, 0.7421345710754395, 0.4147377610206604, 0.2974010109901428, 0.7902931571006775, 0.28335636854171753, 0.2730438709259033, 0.23374013602733612, 0.2678815722465515, 0.26923367381095886, 0.2625258266925812, 0.2826729714870453, 0.2868797481060028, 0.277385413646698, 0.2340606451034546, 0.2719642221927643, 0.27134010195732117, 0.6823862791061401, 0.652206540107727, 0.25141671299934387, 0.7477375268936157, 0.25725629925727844, 0.5783653259277344, 0.7413395047187805, 0.250871479511261, 0.3094238042831421, 0.2731090784072876, 0.7197441458702087, 0.2986333966255188, 0.7111876010894775, 0.2485586553812027, 0.25915783643722534, 0.27386707067489624, 0.2619091272354126, 0.28925806283950806, 0.2700090706348419, 0.27302610874176025, 0.6821240186691284, 0.7320808172225952, 0.2876867949962616, 0.30233481526374817, 0.3359244763851166, 0.6481108665466309]","[26, 50, 134, 255, 285, 304, 337, 343, 382, 383, 386, 389, 405, 424, 451, 452, 525, 624, 783, 830, 1011, 1198, 1202, 1203, 1204, 1206, 1301, 1304, 1542, 1547, 1650, 1768, 1923, 1927, 1935, 1944, 1982, 2006, 2025, 2030, 2048, 2058, 2074, 2075, 2076, 2126, 2286, 2287, 2399, 2486, 2600, 2646, 2654, 2668, 2887, 2889, 2890, 2904, 2995, 2996, 2997, 3000, 3009, 3010, 3012, 3014, 3034, 3105, 3122, 3124, 3351, 3371, 3384, 3548, 3560, 3561, 3566, 3567, 3568, 3580, 3584, 3589, 3590, 3689, 3695, 3725, 3726, 3727, 3728, 3831, 3833, 3862, 3867, 3979, 3982, 4093, 4095, 4100, 4101, 4102, 4237, 4251, 4258, 4280, 4284, 4285, 4286, 4287, 4288, 4289, 4290, 4291, 4292, 4293, 4294, 4295, 4296, 4297, 4298, 4299, 4300, 4301, 4302, 4303, 4369, 4371, 4433, 4814, 4891, 4957, 4965, 4995, 5100, 5171, 5172, 5223, 5290, 5340, 5498, 5528, 5547, 5658, 5659, 5660, 5661, 5663, 5666, 5667, 5669, 5686, 5688, 5693, 5699, 5702, 5703, 5786, 5828, 5843, 5977, 5978, 5993, 6006, 6007, 6124, 6238, 6246, 6274, 6332, 6344, 6541, 6595, 6596, 6600, 6601, 6609, 6677, 6678, 6682]","[0.2553650140762329, 0.2505190372467041, 0.2500140070915222, 0.2558324337005615, 0.25046512484550476, 0.24753396213054657, 0.2603447437286377, 0.25287100672721863, 0.666951060295105, 0.2672841548919678, 0.24997901916503906, 0.24525798857212067, 0.2594050168991089, 0.25050458312034607, 0.7676177620887756, 0.29363542795181274, 0.24714525043964386, 0.2573654353618622, 0.24536152184009552, 0.25556010007858276, 0.2550686001777649, 0.7449933886528015, 0.31055501103401184, 0.245437353849411, 0.7262428998947144, 0.28646236658096313, 0.2519659399986267, 0.2530726492404938, 0.2537824511528015, 0.2525506317615509, 0.25027376413345337, 0.24921518564224243, 0.2440934181213379, 0.267924427986145, 0.7342121005058289, 0.7372708916664124, 0.24011017382144928, 0.24960485100746155, 0.2549085021018982, 0.25593623518943787, 0.255325049161911, 0.2536192536354065, 0.25306379795074463, 0.6401737928390503, 0.24641487002372742, 0.24946120381355286, 0.2621192932128906, 0.24948452413082123, 0.25574755668640137, 0.2584518790245056, 0.24561917781829834, 0.2612836956977844, 0.2554541528224945, 0.2532678246498108, 0.2538387179374695, 0.2512047588825226, 0.2501428723335266, 0.24571943283081055, 0.2452901154756546, 0.7937525510787964, 0.24123527109622955, 0.25038203597068787, 0.24603353440761566, 0.7563537359237671, 0.2489292472600937, 0.2674606740474701, 0.24703718721866608, 0.2651730477809906, 0.25406140089035034, 0.2464776635169983, 0.24169959127902985, 0.24821025133132935, 0.2588638961315155, 0.25329259037971497, 0.7588281631469727, 0.25204500555992126, 0.7665281891822815, 0.2523981034755707, 0.24192193150520325, 0.25425490736961365, 0.25675469636917114, 0.7749766111373901, 0.24773958325386047, 0.24944192171096802, 0.2492767721414566, 0.6390383243560791, 0.2775837779045105, 0.7568678259849548, 0.24758519232273102, 0.25555697083473206, 0.24160932004451752, 0.24809007346630096, 0.2445896416902542, 0.25635477900505066, 0.2544264793395996, 0.7262614965438843, 0.25267165899276733, 0.2556937038898468, 0.29370781779289246, 0.7254095077514648, 0.24582773447036743, 0.2473941147327423, 0.24521027505397797, 0.24684736132621765, 0.7710691690444946, 0.25442543625831604, 0.7465381622314453, 0.25313642621040344, 0.747701108455658, 0.73465496301651, 0.2461911290884018, 0.2537645697593689, 0.2504082918167114, 0.25121521949768066, 0.7421830892562866, 0.24506936967372894, 0.2503250539302826, 0.25560885667800903, 0.2557774782180786, 0.25490766763687134, 0.7570828795433044, 0.7372269034385681, 0.5586050748825073, 0.766015887260437, 0.7532267570495605, 0.25062379240989685, 0.24687035381793976, 0.7626235485076904, 0.25362297892570496, 0.2514636814594269, 0.2512338161468506, 0.24757762253284454, 0.24689555168151855, 0.25567466020584106, 0.25036221742630005, 0.24487264454364777, 0.2485765665769577, 0.24484379589557648, 0.23998196423053741, 0.26045840978622437, 0.24809500575065613, 0.25347307324409485, 0.7468146681785583, 0.2835841178894043, 0.2510874569416046, 0.25146666169166565, 0.2481452226638794, 0.7713661193847656, 0.2561030983924866, 0.2536762058734894, 0.7430695295333862, 0.24808566272258759, 0.7589492201805115, 0.25475937128067017, 0.7432644367218018, 0.2579048275947571, 0.25488096475601196, 0.6985337138175964, 0.7698616981506348, 0.24600814282894135, 0.2527145445346832, 0.7667145729064941, 0.2609696686267853, 0.24266202747821808, 0.25580406188964844, 0.24386633932590485, 0.2532333433628082, 0.2402271181344986, 0.2557434141635895, 0.24796557426452637, 0.2566024363040924, 0.27058055996894836, 0.7604010105133057, 0.7327475547790527, 0.24491316080093384, 0.24791111052036285, 0.6915286183357239, 0.290387362241745]"
2068,"[153, 501, 502, 974, 1013, 1015, 1475, 1476, 1776, 1777, 1786, 1833, 1946, 1947, 1995, 2048, 2064, 2067, 2068, 2097, 2118, 2280, 2375, 2410, 2686, 2701, 2712, 2933, 2947, 3503, 3507, 3592]","[0.2658354341983795, 0.3025575876235962, 0.2852247357368469, 0.2700478136539459, 0.2868400514125824, 0.29087376594543457, 0.2755244970321655, 0.32661497592926025, 0.27089086174964905, 0.29638952016830444, 0.3131025731563568, 0.28327399492263794, 0.25795623660087585, 0.2922677993774414, 0.3913288414478302, 0.28416016697883606, 0.2684728503227234, 0.3020884394645691, 0.7499738335609436, 0.32334795594215393, 0.23972445726394653, 0.3294525444507599, 0.25834083557128906, 0.2682669460773468, 0.29754114151000977, 0.7184615731239319, 0.7019163966178894, 0.2979041039943695, 0.3120644688606262, 0.28430911898612976, 0.7217355370521545, 0.2959492802619934]","[383, 1202, 1206, 1935, 2025, 2075, 2995, 2996, 2997, 3010, 3012, 3014, 3560, 3566, 3589, 3725, 3726, 3727, 3979, 3982, 4101, 4251, 4280, 4284, 4285, 4286, 4291, 4300, 4301, 4302, 4303, 4304, 4305, 4369, 4433, 4814, 5100, 5171, 5660, 5688, 5689, 5703, 5704, 5977, 6007, 6595, 6596, 6600, 6601, 6682]","[0.2268988937139511, 0.783294677734375, 0.7772886753082275, 0.22404745221138, 0.23073342442512512, 0.22814467549324036, 0.2337406575679779, 0.785801887512207, 0.7732629776000977, 0.7557724118232727, 0.22306102514266968, 0.2389059215784073, 0.7684528231620789, 0.7617172598838806, 0.7773525714874268, 0.22568969428539276, 0.22495253384113312, 0.27826932072639465, 0.2353988140821457, 0.23017410933971405, 0.7517361044883728, 0.22475981712341309, 0.22347614169120789, 0.7774800062179565, 0.22323685884475708, 0.784792423248291, 0.22410991787910461, 0.7713841199874878, 0.7496200203895569, 0.7565931081771851, 0.7809457182884216, 0.7792087197303772, 0.7822570204734802, 0.7859433889389038, 0.22021111845970154, 0.7688691020011902, 0.22532756626605988, 0.22796839475631714, 0.7665870785713196, 0.7665119171142578, 0.7523960471153259, 0.7664885520935059, 0.7540324330329895, 0.7670912742614746, 0.776590883731842, 0.22240081429481506, 0.78345787525177, 0.7687193751335144, 0.7622087001800537, 0.7665888667106628]"
2069,"[119, 579, 2069, 2134, 3016, 3236, 3931]","[0.29220351576805115, 0.28310295939445496, 0.6606356501579285, 0.2858317792415619, 0.35761818289756775, 0.29922130703926086, 0.7341998815536499]","[278, 1355, 4306, 4451, 6084, 6385, 6990]","[0.7362905740737915, 0.20795832574367523, 0.7668590545654297, 0.7611169815063477, 0.7553104758262634, 0.7786839604377747, 0.7534502744674683]"
2070,"[1395, 1421, 2070]","[0.30439236760139465, 0.2550472617149353, 0.7128397226333618]","[2757, 2854, 4307]","[0.7887350916862488, 0.7423996925354004, 0.7719573974609375]"
2071,"[178, 193, 855, 1336, 1359, 1441, 1741, 1986, 2023, 2031, 2035, 2071, 2235, 2532, 3073, 3546, 3547]","[0.2762048542499542, 0.2959882616996765, 0.29156121611595154, 0.26043641567230225, 0.24595245718955994, 0.28306254744529724, 0.29984673857688904, 0.2816433012485504, 0.27629441022872925, 0.27268853783607483, 0.2560674846172333, 0.7580069303512573, 0.2791064977645874, 0.2673698961734772, 0.7207889556884766, 0.7446709275245667, 0.7223373651504517]","[476, 522, 1773, 2579, 2624, 2914, 3510, 4087, 4196, 4220, 4231, 4308, 4309, 4310, 4681, 5432, 6138, 6639, 6640]","[0.21888047456741333, 0.21972927451133728, 0.21623869240283966, 0.22294403612613678, 0.22130843997001648, 0.26778560876846313, 0.21506652235984802, 0.2127515971660614, 0.2233371138572693, 0.21655334532260895, 0.22193443775177002, 0.7650153040885925, 0.7896755933761597, 0.7490478157997131, 0.21872402727603912, 0.21408168971538544, 0.7384072542190552, 0.7617408633232117, 0.7456524968147278]"
2072,"[970, 1450, 2013, 2072, 2586, 2769]","[0.2684488296508789, 0.30146005749702454, 0.27522534132003784, 0.7256483435630798, 0.2953163981437683, 0.2992076873779297]","[1915, 2940, 4169, 4311, 5509, 5792]","[0.7913382649421692, 0.7815316915512085, 0.7921902537345886, 0.7818102240562439, 0.21224980056285858, 0.7375699281692505]"
2073,"[1694, 2048, 2073, 2095, 2096, 2926]","[0.293104350566864, 0.28509125113487244, 0.7416835427284241, 0.29175376892089844, 0.28553447127342224, 0.31283289194107056]","[3416, 4254, 4312, 4365, 4366, 5967]","[0.21418826282024384, 0.7878319025039673, 0.7837886214256287, 0.743727445602417, 0.7826755046844482, 0.7831458449363708]"
2074,"[2036, 2074]","[0.32797351479530334, 0.6803243160247803]","[4233, 4313]","[0.7328352332115173, 0.7744961380958557]"
2075,"[1488, 2002, 2029, 2075, 2076, 2157, 2235, 2255, 2274, 2435, 2721, 2798, 2954, 3215, 3219]","[0.26482850313186646, 0.25441014766693115, 0.3268107771873474, 0.6966775059700012, 0.6946110725402832, 0.7346195578575134, 0.24694153666496277, 0.2636847198009491, 0.269646018743515, 0.29814815521240234, 0.23221252858638763, 0.2991043031215668, 0.2776578664779663, 0.7280303239822388, 0.2614707350730896]","[3053, 4115, 4213, 4214, 4314, 4315, 4316, 4317, 4318, 4319, 4320, 4495, 4498, 4502, 4672, 4744, 4797, 4801, 5244, 5245, 5709, 5822, 6021, 6351, 6352, 6357]","[0.2165854126214981, 0.7941744327545166, 0.7637726068496704, 0.7897944450378418, 0.7697347402572632, 0.7409683465957642, 0.7683802843093872, 0.22198079526424408, 0.7291207909584045, 0.7588660717010498, 0.7743181586265564, 0.7214379906654358, 0.7778533101081848, 0.7621561288833618, 0.21948309242725372, 0.2173425257205963, 0.783882737159729, 0.7280553579330444, 0.7729991674423218, 0.7840107083320618, 0.7818194627761841, 0.7719440460205078, 0.22931407392024994, 0.7287964820861816, 0.7544358372688293, 0.7799152731895447]"
2076,"[1488, 2029, 2075, 2076, 2157, 2274, 2435, 2798, 3215, 3219]","[0.25918152928352356, 0.3132627308368683, 0.7070356607437134, 0.7588286995887756, 0.6768102645874023, 0.26547837257385254, 0.2454039603471756, 0.28844013810157776, 0.7213438153266907, 0.27516672015190125]","[3053, 4213, 4314, 4315, 4316, 4318, 4319, 4320, 4495, 4502, 4797, 4801, 5244, 5822, 6351, 6352, 6357]","[0.2147866189479828, 0.7833647131919861, 0.7815104126930237, 0.7321042418479919, 0.7730902433395386, 0.7420015335083008, 0.757575273513794, 0.7837128043174744, 0.7509530186653137, 0.7273012399673462, 0.7883601784706116, 0.7784307599067688, 0.7839349508285522, 0.7895140647888184, 0.7585711479187012, 0.7275582551956177, 0.7871930599212646]"
2077,"[2077, 2084, 2085]","[0.7114720344543457, 0.2895248234272003, 0.2789113521575928]","[4321, 4335, 4336]","[0.7810930609703064, 0.7334386706352234, 0.7729112505912781]"
2078,"[53, 193, 1963, 2078, 2139, 2300, 2523, 2560, 2971, 2972, 3020, 3074, 3490, 3918]","[0.253835529088974, 0.3009105920791626, 0.32213711738586426, 0.736300528049469, 0.6722138524055481, 0.3137566149234772, 0.30775606632232666, 0.27653464674949646, 0.7144915461540222, 0.26843395829200745, 0.2656831443309784, 0.7091454863548279, 0.6279155611991882, 0.2914956212043762]","[115, 495, 4019, 4021, 4322, 4323, 4324, 4325, 4326, 4458, 4459, 4460, 4920, 5416, 5473, 6047, 6048, 6049, 6051, 6087, 6092, 6093, 6139, 6581, 6980]","[0.22476954758167267, 0.22300201654434204, 0.7727571725845337, 0.7469079494476318, 0.7640224099159241, 0.7665561437606812, 0.7574418783187866, 0.7772683501243591, 0.7769616842269897, 0.7187079787254333, 0.7750229239463806, 0.7691429257392883, 0.21873436868190765, 0.7462642788887024, 0.7634310126304626, 0.7231582403182983, 0.7736600041389465, 0.7704411745071411, 0.7475196123123169, 0.7202798128128052, 0.23287005722522736, 0.7912340760231018, 0.7193881869316101, 0.7227217555046082, 0.7605159878730774]"
2079,"[193, 322, 432, 547, 792, 970, 1331, 1362, 1368, 1404, 1441, 1523, 1655, 1956, 1958, 1960, 1971, 1972, 2002, 2003, 2004, 2079, 2122, 2226, 2286, 2288, 2300, 2383, 2521, 2560, 2575, 2730, 2732, 2736, 2737, 2742, 2758, 2793, 2808, 2850, 2924, 2928, 2970, 3020, 3062, 3118, 3164, 3211, 3230, 3231, 3236, 3487, 3509, 3616, 3762]","[0.2728137671947479, 0.2389252930879593, 0.2687903344631195, 0.4377639889717102, 0.2794584333896637, 0.2810332179069519, 0.26733067631721497, 0.2475310117006302, 0.28897905349731445, 0.26931679248809814, 0.28325867652893066, 0.23591803014278412, 0.3077646493911743, 0.28948771953582764, 0.5204925537109375, 0.285629004240036, 0.7400997877120972, 0.786338210105896, 0.25621017813682556, 0.307957261800766, 0.26651766896247864, 0.7167360782623291, 0.31184908747673035, 0.2823449373245239, 0.2941800057888031, 0.25289952754974365, 0.26268354058265686, 0.7154428958892822, 0.2666361927986145, 0.2426065355539322, 0.272911936044693, 0.2794896364212036, 0.27130576968193054, 0.28566086292266846, 0.2704154849052429, 0.2911831736564636, 0.3069773316383362, 0.30589672923088074, 0.2579253017902374, 0.31058499217033386, 0.28051865100860596, 0.27664875984191895, 0.3167025148868561, 0.2827611565589905, 0.286281943321228, 0.2580530047416687, 0.2723243236541748, 0.26516827940940857, 0.7859431505203247, 0.7523502707481384, 0.3403039574623108, 0.26575103402137756, 0.2635025680065155, 0.2782571315765381, 0.2634923756122589]","[503, 510, 511, 512, 808, 1093, 1279, 1280, 1281, 1282, 1688, 1910, 2568, 2660, 2711, 2816, 2920, 3149, 3347, 3998, 4003, 4009, 4030, 4034, 4037, 4038, 4041, 4043, 4044, 4045, 4046, 4114, 4132, 4140, 4150, 4327, 4328, 4329, 4330, 4331, 4434, 4437, 4645, 4827, 4844, 4918, 5111, 5112, 5412, 5471, 5490, 5729, 5738, 5739, 5742, 5745, 5754, 5772, 5814, 5839, 5886, 5962, 5968, 6041, 6088, 6127, 6191, 6284, 6349, 6371, 6375, 6381, 6580, 6603, 6703, 6839]","[0.2404908984899521, 0.2392202466726303, 0.22930319607257843, 0.7126765847206116, 0.24637168645858765, 0.2339593768119812, 0.23623201251029968, 0.23591861128807068, 0.7714002728462219, 0.7238398194313049, 0.23568406701087952, 0.23706744611263275, 0.23210985958576202, 0.2379811704158783, 0.2314055860042572, 0.23074159026145935, 0.23428091406822205, 0.23473073542118073, 0.23337343335151672, 0.236333966255188, 0.7572814226150513, 0.23194432258605957, 0.23319193720817566, 0.7665789723396301, 0.2332034707069397, 0.7263810038566589, 0.7827592492103577, 0.7614870071411133, 0.236850768327713, 0.23378390073776245, 0.7308766841888428, 0.2336396872997284, 0.7743692994117737, 0.23829802870750427, 0.23046568036079407, 0.235626220703125, 0.23367919027805328, 0.779511570930481, 0.7652450203895569, 0.7803575396537781, 0.23670266568660736, 0.7668479681015015, 0.23489895462989807, 0.24588313698768616, 0.2342061549425125, 0.2405543178319931, 0.7647422552108765, 0.7387221455574036, 0.2392285317182541, 0.23475554585456848, 0.238459050655365, 0.2312593162059784, 0.22118160128593445, 0.23092053830623627, 0.7679759860038757, 0.2306663542985916, 0.22776320576667786, 0.742943286895752, 0.23423705995082855, 0.2247704565525055, 0.23298044502735138, 0.2366044968366623, 0.23698343336582184, 0.23307953774929047, 0.23903553187847137, 0.7675341367721558, 0.2312435656785965, 0.22932831943035126, 0.7745756506919861, 0.7530613541603088, 0.7586232423782349, 0.7684299945831299, 0.23182381689548492, 0.23516638576984406, 0.2323462814092636, 0.23861946165561676]"
2080,"[1948, 2080]","[0.3117850422859192, 0.4580710232257843]","[3985, 4332]","[0.7433933615684509, 0.7783446311950684]"
2081,"[1700, 1729, 2063, 2081, 2092, 2093, 2101, 2238, 2456]","[0.27204716205596924, 0.26835644245147705, 0.2584506571292877, 0.2734397053718567, 0.5457808375358582, 0.506317138671875, 0.2790730893611908, 0.29396265745162964, 0.2880345582962036]","[3422, 3479, 4279, 4333, 4349, 4356, 4390, 4690, 5312]","[0.7789812684059143, 0.216252863407135, 0.7800782918930054, 0.7884440422058105, 0.7415845394134521, 0.7579156160354614, 0.21134375035762787, 0.796380877494812, 0.7808528542518616]"
2082,[2082],[0.3012140393257141],[],[]
2083,[2083],[0.46104171872138977],[],[]
2084,"[2077, 2084, 2085]","[0.46803614497184753, 0.6791166663169861, 0.28588157892227173]","[4321, 4334, 4335, 4336]","[0.7270527482032776, 0.7557212114334106, 0.7792733311653137, 0.7294884324073792]"
2085,"[2077, 2084, 2085]","[0.31127670407295227, 0.5936887264251709, 0.6538719534873962]","[4321, 4334, 4336]","[0.7543712854385376, 0.7308945059776306, 0.7599568367004395]"
2086,"[158, 254, 1227, 1335, 1336, 1441, 1515, 2023, 2031, 2035, 2086, 2234, 2237, 2670, 2795]","[0.26522964239120483, 0.2596704065799713, 0.27973735332489014, 0.43109264969825745, 0.28040188550949097, 0.29416337609291077, 0.6838837265968323, 0.7087137699127197, 0.27893921732902527, 0.71263188123703, 0.7271236777305603, 0.3148375451564789, 0.3237643241882324, 0.7167590260505676, 0.7112860083580017]","[421, 679, 2425, 2573, 2574, 2575, 2576, 2585, 2908, 2917, 3130, 4192, 4193, 4194, 4195, 4221, 4225, 4227, 4228, 4229, 4230, 4337, 4338, 4339, 4340, 4341, 4342, 4343, 4657, 4686, 5631, 5632, 5633, 5634, 5817]","[0.2251342386007309, 0.721992015838623, 0.24335266649723053, 0.7831186056137085, 0.7739383578300476, 0.7277234196662903, 0.7456663250923157, 0.7817498445510864, 0.7732893228530884, 0.7749180793762207, 0.714512050151825, 0.7822411060333252, 0.7462062239646912, 0.7176447510719299, 0.7596762776374817, 0.7651553750038147, 0.7785715460777283, 0.7780764102935791, 0.7439788579940796, 0.7144325971603394, 0.7493841648101807, 0.7837947010993958, 0.7643884420394897, 0.7586140036582947, 0.7479608654975891, 0.7579599022865295, 0.7541600465774536, 0.7527679204940796, 0.7552867531776428, 0.7315987348556519, 0.774763822555542, 0.753768801689148, 0.7516415119171143, 0.7222788333892822, 0.7156572341918945]"
2087,"[2061, 2087]","[0.26552680134773254, 0.5983824729919434]","[4276, 4344]","[0.7291215658187866, 0.7472618818283081]"
2088,[2088],[0.2842717170715332],[],[]
2089,[2089],[0.38218995928764343],[],[]
2090,"[977, 2021, 2090, 2147, 2148, 2406]","[0.24745605885982513, 0.2771693766117096, 0.7148001194000244, 0.310733437538147, 0.3386368155479431, 0.31332892179489136]","[1958, 4190, 4345, 4479, 4484, 5144]","[0.7925074100494385, 0.7818584442138672, 0.7748805284500122, 0.7853966355323792, 0.7357488870620728, 0.7881070375442505]"
